video_frame,intensity_score
tnTPaLOaHz8_0,1.0
tnTPaLOaHz8_1,1.0
tnTPaLOaHz8_2,1.0
tnTPaLOaHz8_3,0.30234198247251004
tnTPaLOaHz8_4,0.30234198247251004
tnTPaLOaHz8_5,0.30234198247251004
tnTPaLOaHz8_6,0.164312194491593
tnTPaLOaHz8_7,0.164312194491593
tnTPaLOaHz8_8,0.12654457539038602
tnTPaLOaHz8_9,0.12654457539038602
tnTPaLOaHz8_10,0.12654457539038602
tnTPaLOaHz8_11,0.10664290076190301
tnTPaLOaHz8_12,0.10664290076190301
tnTPaLOaHz8_13,0.17145264719588402
tnTPaLOaHz8_14,0.17145264719588402
tnTPaLOaHz8_15,0.17145264719588402
tnTPaLOaHz8_16,0.18609052888697503
tnTPaLOaHz8_17,0.18609052888697503
tnTPaLOaHz8_18,0.18609052888697503
tnTPaLOaHz8_19,0.16079273442723901
tnTPaLOaHz8_20,0.16079273442723901
tnTPaLOaHz8_21,0.06948612968886
tnTPaLOaHz8_22,0.06948612968886
tnTPaLOaHz8_23,0.06948612968886
tnTPaLOaHz8_24,0.046571226986109
tnTPaLOaHz8_25,0.046571226986109
tnTPaLOaHz8_26,0.07643204210889201
tnTPaLOaHz8_27,0.07643204210889201
tnTPaLOaHz8_28,0.07643204210889201
tnTPaLOaHz8_29,0.286751149642792
tnTPaLOaHz8_30,0.286751149642792
tnTPaLOaHz8_31,0.286751149642792
tnTPaLOaHz8_32,0.051493138499885
tnTPaLOaHz8_33,0.051493138499885
tnTPaLOaHz8_34,0.066408612429179
tnTPaLOaHz8_35,0.066408612429179
tnTPaLOaHz8_36,0.066408612429179
tnTPaLOaHz8_37,0.07479180128684301
tnTPaLOaHz8_38,0.07479180128684301
tnTPaLOaHz8_39,0.11105916473273401
tnTPaLOaHz8_40,0.11105916473273401
tnTPaLOaHz8_41,0.11105916473273401
tnTPaLOaHz8_42,0.13760713193186802
tnTPaLOaHz8_43,0.13760713193186802
tnTPaLOaHz8_44,0.133036735142844
tnTPaLOaHz8_45,0.133036735142844
tnTPaLOaHz8_46,0.133036735142844
tnTPaLOaHz8_47,0.09169306537144001
tnTPaLOaHz8_48,0.09169306537144001
tnTPaLOaHz8_49,0.09169306537144001
tnTPaLOaHz8_50,0.087659916577627
tnTPaLOaHz8_51,0.087659916577627
tnTPaLOaHz8_52,0.041578546985005
tnTPaLOaHz8_53,0.041578546985005
tnTPaLOaHz8_54,0.041578546985005
tnTPaLOaHz8_55,0.043089181615396
tnTPaLOaHz8_56,0.043089181615396
tnTPaLOaHz8_57,0.22892486131925802
tnTPaLOaHz8_58,0.22892486131925802
tnTPaLOaHz8_59,0.22892486131925802
tnTPaLOaHz8_60,0.42290016657348
tnTPaLOaHz8_61,0.42290016657348
tnTPaLOaHz8_62,0.42290016657348
tnTPaLOaHz8_63,0.036421365267310005
tnTPaLOaHz8_64,0.036421365267310005
tnTPaLOaHz8_65,0.033131179785351
tnTPaLOaHz8_66,0.033131179785351
tnTPaLOaHz8_67,0.033131179785351
tnTPaLOaHz8_68,0.014034329175502002
tnTPaLOaHz8_69,0.014034329175502002
tnTPaLOaHz8_70,0.038424930677011006
tnTPaLOaHz8_71,0.038424930677011006
tnTPaLOaHz8_72,0.038424930677011006
tnTPaLOaHz8_73,0.062651362992198
tnTPaLOaHz8_74,0.062651362992198
tnTPaLOaHz8_75,0.08263290534537901
tnTPaLOaHz8_76,0.08263290534537901
tnTPaLOaHz8_77,0.08263290534537901
tnTPaLOaHz8_78,0.101026162211933
tnTPaLOaHz8_79,0.101026162211933
tnTPaLOaHz8_80,0.101026162211933
tnTPaLOaHz8_81,0.07457331882319
tnTPaLOaHz8_82,0.07457331882319
tnTPaLOaHz8_83,0.035218764509781
tnTPaLOaHz8_84,0.035218764509781
tnTPaLOaHz8_85,0.035218764509781
tnTPaLOaHz8_86,0.071108373569663
tnTPaLOaHz8_87,0.071108373569663
tnTPaLOaHz8_88,0.343469366495374
tnTPaLOaHz8_89,0.343469366495374
tnTPaLOaHz8_90,0.343469366495374
tnTPaLOaHz8_91,0.079229871182005
tnTPaLOaHz8_92,0.079229871182005
tnTPaLOaHz8_93,0.079229871182005
tnTPaLOaHz8_94,0.024322150649392003
tnTPaLOaHz8_95,0.024322150649392003
tnTPaLOaHz8_96,0.035057588095883004
tnTPaLOaHz8_97,0.035057588095883004
tnTPaLOaHz8_98,0.035057588095883004
tnTPaLOaHz8_99,0.032049126288809
tnTPaLOaHz8_100,0.032049126288809
tnTPaLOaHz8_101,0.010883383186338
tnTPaLOaHz8_102,0.010883383186338
tnTPaLOaHz8_103,0.010883383186338
tnTPaLOaHz8_104,0.0040495233904100005
tnTPaLOaHz8_105,0.0040495233904100005
tnTPaLOaHz8_106,0.040265213647775
tnTPaLOaHz8_107,0.040265213647775
tnTPaLOaHz8_108,0.040265213647775
tnTPaLOaHz8_109,0.043771755414998004
tnTPaLOaHz8_110,0.043771755414998004
tnTPaLOaHz8_111,0.043771755414998004
tnTPaLOaHz8_112,0.04499278641078901
tnTPaLOaHz8_113,0.04499278641078901
tnTPaLOaHz8_114,0.12052150500459001
tnTPaLOaHz8_115,0.12052150500459001
tnTPaLOaHz8_116,0.12052150500459001
tnTPaLOaHz8_117,0.067086127738016
tnTPaLOaHz8_118,0.067086127738016
tnTPaLOaHz8_119,0.492888840189439
tnTPaLOaHz8_120,0.492888840189439
tnTPaLOaHz8_121,0.492888840189439
tnTPaLOaHz8_122,0.072006205296973
tnTPaLOaHz8_123,0.072006205296973
tnTPaLOaHz8_124,0.072006205296973
tnTPaLOaHz8_125,0.073370627375588
tnTPaLOaHz8_126,0.073370627375588
tnTPaLOaHz8_127,0.060864708084876006
tnTPaLOaHz8_128,0.060864708084876006
tnTPaLOaHz8_129,0.060864708084876006
tnTPaLOaHz8_130,0.039220081087808
tnTPaLOaHz8_131,0.039220081087808
tnTPaLOaHz8_132,0.023511381392609002
tnTPaLOaHz8_133,0.023511381392609002
tnTPaLOaHz8_134,0.023511381392609002
tnTPaLOaHz8_135,0.038129895714678
tnTPaLOaHz8_136,0.038129895714678
tnTPaLOaHz8_137,0.09801299459771301
tnTPaLOaHz8_138,0.09801299459771301
tnTPaLOaHz8_139,0.09801299459771301
tnTPaLOaHz8_140,0.07162593174225701
tnTPaLOaHz8_141,0.07162593174225701
tnTPaLOaHz8_142,0.07162593174225701
tnTPaLOaHz8_143,0.115994518530732
tnTPaLOaHz8_144,0.115994518530732
tnTPaLOaHz8_145,0.12597119243923702
tnTPaLOaHz8_146,0.12597119243923702
tnTPaLOaHz8_147,0.12597119243923702
tnTPaLOaHz8_148,0.060392333722219006
tnTPaLOaHz8_149,0.060392333722219006
tnTPaLOaHz8_150,0.034809016681189006
tnTPaLOaHz8_151,0.034809016681189006
tnTPaLOaHz8_152,0.034809016681189006
tnTPaLOaHz8_153,0.005999682423516
tnTPaLOaHz8_154,0.005999682423516
tnTPaLOaHz8_155,0.005999682423516
tnTPaLOaHz8_156,0.0068259193761610005
tnTPaLOaHz8_157,0.0068259193761610005
tnTPaLOaHz8_158,0.011479720802749002
tnTPaLOaHz8_159,0.011479720802749002
tnTPaLOaHz8_160,0.011479720802749002
tnTPaLOaHz8_161,0.0
tnTPaLOaHz8_162,0.0
tnTPaLOaHz8_163,0.00793982524184
tnTPaLOaHz8_164,0.00793982524184
tnTPaLOaHz8_165,0.00793982524184
tnTPaLOaHz8_166,0.0018129852586510002
tnTPaLOaHz8_167,0.0018129852586510002
tnTPaLOaHz8_168,0.017171792573744002
tnTPaLOaHz8_169,0.017171792573744002
tnTPaLOaHz8_170,0.017171792573744002
